College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City,State,Country,College Type,Average Fees,Matched Courses
PDEA's College of Engineering,Co-Ed,5 Acres,677.0,40.0,1998.0,3.1,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Pune,Maharashtra,India,Private,315857.14285714284,"['Computer Science and Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Information Technology', 'Instrumentation Engineering', 'Electronics and Computer Engineering']"
Vilasrao Deshmukh College of Engineering and Technology,Co-Ed,,161.0,75.0,2008.0,2.9,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Sports, Cafeteria, IT Infrastructure, Laboratories",Nagpur,Maharashtra,India,Private,283000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Mechanical Engineering']"
Shivajirao S Jondhle College of Engineering and Technology,Co-Ed,10 Acres,1196.0,13.0,2007.0,2.9,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Dombivli,Maharashtra,India,Private,281666.6666666667,"['Mechanical Engineering', 'Electronics Engineering', 'Civil Engineering', 'Computer Science and Engineering']"
Bapurao Deshmukh College of Engineering,Co-Ed,19 Acres,1710.0,72.0,1983.0,3.0,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Wardha,Maharashtra,India,Private,297333.3333333333,"['Computer Science and Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Civil Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Structural Engineering', 'Electronics and Computer Engineering']"
Ashokrao Mane Group of Institutions,Co-Ed,20 Acres,,117.0,2009.0,3.0,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations",Vadgaon Kasba,Maharashtra,India,Private,201153.84615384616,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Civil Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Production Engineering']"
VPMs Maharshi Parshuram College of Engineering,Co-Ed,35 Acres,644.0,3.0,2012.0,2.7,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room, Banks Facilities",Velaneshwar,Maharashtra,India,Private,233000.0,"['Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Instrumentation Engineering', 'Computer Science and Engineering']"
RH Sapat College of Engineering,Co-Ed,10 Acres,2214.0,71.0,2009.0,3.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Parking Facility",Nashik,Maharashtra,India,Private,162700.0,"['Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Mechanical Engineering']"
Nagesh Karajgi Orchid College of Engineering and Technology,Co-Ed,11 Acres,2030.0,106.0,2008.0,2.9,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Hipparge,Maharashtra,India,Private,274727.2727272727,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Structural Engineering']"
Vishwatmak Om Gurudev College of Engineering,Co-Ed,,468.0,2.0,2011.0,2.9,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Thane,Maharashtra,India,Private,219333.3333333333,"['Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Information Technology', 'Electronics Engineering']"
Suman Ramesh Tulsiani Technical Campus Faculty of Engineering,Co-Ed,14 Acres,435.0,16.0,2012.0,2.9,"Savitribai Phule Pune University, Pune","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Khamshet 2,Maharashtra,India,Private,220666.66666666663,"['Civil Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Electronics Engineering']"
Shri Sai College of Engineering and Technology,Co-Ed,15 Acres,838.0,63.0,2008.0,3.1,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Chandrapur,Maharashtra,India,Private,241333.3333333333,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electronics Engineering']"
Shri Jaykumar Rawal Institute of Technology,Co-Ed,,440.0,43.0,2011.0,3.1,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Dondaicha,Maharashtra,India,Private,168500.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
Shri Gulabrao Deokar College of Engineering,Co-Ed,,960.0,81.0,1999.0,3.0,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Jalgaon,Maharashtra,India,Private,176500.0,"['Automobile Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",Co-Ed,12 Acres,1100.0,47.0,2002.0,2.8,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad","Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Jalna,Maharashtra,India,Private,132941.81818181818,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Mechanical Engineering']"
Manoharbhai Patel Institute of Engineering and Technology,Co-Ed,25 Acres,1370.0,64.0,1983.0,2.8,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Gondia,Maharashtra,India,Private,347428.5714285714,"['Electronics and Computer Engineering', 'Civil Engineering', 'Computer Science and Technology', 'Electronics Engineering', 'Mechanical Engineering', 'Information Technology']"
Jawahar Education Society's Institute of Technology,Co-Ed,10 Acres,627.0,58.0,2012.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Sawargaon,Maharashtra,India,Private,290000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
GV Acharya Institute of Engineering and Technology,Co-Ed,,894.0,43.0,2009.0,3.0,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Shelu,Maharashtra,India,Private,296000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering']"
Everest College of Engineering and Technology,Co-Ed,,787.0,58.0,2009.0,2.9,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories",Aurangabad,Maharashtra,India,Private,152666.66666666666,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Computer Science and Engineering', 'Mechanical Engineering']"
Dilkap Research Institute of Engineering and Management Studies,Co-Ed,15 Acres,1423.0,10.0,2010.0,2.8,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Neral,Maharashtra,India,Private,266222.22222222225,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
College of Engineering and Technology,Co-Ed,,332.0,44.0,2011.0,3.1,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Banks Facilities",Jalgaon,Maharashtra,India,Private,207714.2857142857,"['Civil Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering']"
"K.D.K. College of Engineering, Nagpur",Co-Ed,6 Acres,2877.0,23.0,1984.0,2.8,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations",Ghoturli,Maharashtra,India,Private,364000.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Priyadarshini Institute of Engineering and Technology,Co-Ed,5 Acres,1455.0,76.0,1999.0,3.0,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Parking Facility, Banks Facilities",Ekatmata Nagar Gramin,Maharashtra,India,Private,301000.0,"['Bio Technology', 'Petro Chemical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Petro Chemical Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
Sanghavi College of Engineering,Co-Ed,,755.0,60.0,2012.0,2.8,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport",Nashik,Maharashtra,India,Private,268000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Government Institute of Printing Technology,Co-Ed,,161.0,2.0,1956.0,2.9,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Public/Government,23250.0,"['Printing Technology', 'Printing Technology']"
"MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",Co-Ed,,101.0,31.0,2017.0,2.8,"Solapur University, Solapur","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Alumni Associations, Guest Room",Barshi,Maharashtra,India,Private,311000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Vishwabharati Academy's College of Engineering,Co-Ed,22 Acres,749.0,83.0,2007.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Sarola Baddi,Maharashtra,India,Private,196888.88888888888,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Computer Science and Engineering', 'Mechanical Engineering']"
Mahatma Basaweshwar Education Society's College of Engineering,Co-Ed,,1547.0,67.0,1993.0,2.8,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Ambajogai,Maharashtra,India,Private,231600.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Information Technology']"
"Shri Hanuman Vyayam  Prasarak Mandals College of Engineering & Technology, Amravati",Co-Ed,12 Acres,779.0,63.0,2002.0,2.7,"Sant Gadge Baba Amravati University, Amravati","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Swimming Pool, Guest Room",Amravati,Maharashtra,India,Private,234750.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Information Technology', 'Computer Engineering', 'Electronics Engineering', 'Computer Engineering']"
KCE Society's College of Engineering and Information Technology,Co-Ed,,831.0,56.0,2001.0,2.9,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Jalgaon,Maharashtra,India,Private,158070.00000000003,"['Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering']"
Vidya Niketan College of Engineering,Co-Ed,14 Acres,306.0,70.0,2012.0,2.8,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bota,Maharashtra,India,Private,195000.0,"['Mechanical Engineering', 'Electrical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
Samarth Group of Institutions,Co-Ed,,,99.0,2010.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Transport, Laboratories, Parking Facility",Belhe,Maharashtra,India,Private,210166.66666666663,"['Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
Rajaram Shinde College of Engineering,Co-Ed,,386.0,45.0,1993.0,3.1,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room",Chiplun,Maharashtra,India,Private,151000.0,"['Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Jamia Institute of Engineering and Management Studies,Co-Ed,11 Acres,612.0,62.0,2010.0,3.1,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Mandaviamba,Maharashtra,India,Private,140000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electronics Engineering']"
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Co-Ed,25 Acres,597.0,42.0,2007.0,3.1,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Nagpur,Maharashtra,India,Private,245000.0,"['Electrical Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering']"
Gharda Institute of Technology,Co-Ed,23 Acres,1056.0,47.0,2007.0,3.0,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Ratnagiri,Maharashtra,India,Private,403000.0,"['Petro Chemical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
GH Raisoni Institute of Engineering and Technology for Women,Female,,,57.0,2009.0,3.6,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport",Nagpur,Maharashtra,India,Private,210727.2727272728,"['Computer Science and Engineering', 'Electronics Engineering', 'Electrical Engineering', 'Electronics and Computer Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Computer Science and Engineering']"
Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology,Co-Ed,20 Acres,1612.0,96.0,2013.0,2.9,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Kumbhivali,Maharashtra,India,Private,273000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Kamla Nehru Mahavidyalaya,Co-Ed,2 Acres,4902.0,164.0,1983.0,2.9,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Alumni Associations, Parking Facility",Nagpur,Maharashtra,India,Private,37350.0,"['Bio Technology', 'Pharmaceuticals Chemistry and Technology', 'Computer Science and Engineering', 'Electronics and Telecommunication Engg']"
Abhinav Education Society's College of Engineering and Technology Polytechnic,Co-Ed,50 Acres,1157.0,62.0,2007.0,2.3,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Hartali,Maharashtra,India,Private,136000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,,1782.0,59.0,1956.0,2.5,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Solapur,Maharashtra,India,Public/Government,18000.0,"['Mechanical Engineering', 'Computer Technology', 'Civil Engineering', 'Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,30 Acres,1911.0,65.0,1962.0,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Alumni Associations",Kolhapur,Maharashtra,India,Public/Government,22850.0,"['Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Information Technology', 'Civil Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
KK Wagh College of Agricultural Engineering and Technology,Co-Ed,,302.0,20.0,2003.0,2.8,"Mahatma Phule Krishi Vidyapeeth, Rahuri","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Alumni Associations, Guest Room",Sinnar,Maharashtra,India,Private,227000.0,['Agricultural Engineering']
Smt Rajshree Mulak College of Engineering for Women,Female,3 Acres,214.0,14.0,2008.0,2.8,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,169000.0,"['Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology']"
College of Engineering,Co-Ed,6 Acres,2021.0,62.0,1998.0,3.1,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kondharki,Maharashtra,India,Private,241500.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Electronics Engineering', 'Structural Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
Sanjay Bhokare Group of Institutes,Co-Ed,,462.0,107.0,2009.0,3.0,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Miraj,Maharashtra,India,Private,227818.18181818185,"['Mechanical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
Shreeyash College of Engineering and Technology,Co-Ed,55 Acres,1096.0,143.0,2008.0,3.0,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room",Aurangabad,Maharashtra,India,Private,256400.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Sahyadri Valley College of Engineering and Technology,Co-Ed,14 Acres,306.0,56.0,2011.0,3.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Pune,Maharashtra,India,Private,166714.2857142857,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering']"
Sahakar Maharshi Shankarrao Mohite-Patil Institute of Technology and Research,Co-Ed,,198.0,60.0,2011.0,2.9,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Solapur,Maharashtra,India,Private,156182.85714285713,"['Computer Science and Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Electronics Engineering']"
NB Navale Sinhgad College of Engineering,Co-Ed,90 Acres,1749.0,128.0,2010.0,3.6,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Solapur,Maharashtra,India,Private,222000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Structural Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Co-Ed,,843.0,24.0,2008.0,2.7,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations",Angangaon Bari,Maharashtra,India,Private,261250.0,"['Electronics Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Information Technology', 'Electronics Engineering', 'Electrical Engg[Electronics and Power]', 'Structural Engineering']"
Flora Institute of Technology,Co-Ed,,277.0,57.0,2011.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Khopi,Maharashtra,India,Private,245285.7142857143,"['Civil Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Structural Engineering', 'Mechanical Engineering', 'Electronics Engineering']"
Adsul's Technical Campus,Co-Ed,,624.0,68.0,2011.0,3.0,"Savitribai Phule Pune University, Pune","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Chas,Maharashtra,India,Private,248833.3333333333,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Sant Gajanan Maharaj College of Engineering,Co-Ed,,933.0,60.0,2012.0,3.0,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Chinchewadi,Maharashtra,India,Private,233000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Sasmira Institute of Man Made Textiles,Co-Ed,3 Acres,272.0,11.0,1961.0,2.8,,"Library, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories",Mumbai,Maharashtra,India,Private,25050.0,"['Textile Chemistry', 'Textile Technology']"
Government Polytechnic,Co-Ed,43 Acres,1049.0,37.0,1964.0,2.0,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Yavatmal,Maharashtra,India,Public/Government,23000.0,"['Computer Engineering', 'Electronics Engineering', 'Information Technology', 'Instrumentation Engineering']"
Government Residence Women Polytechnic,Female,,983.0,27.0,2009.0,2.2,,"Girls Hostel, Gym, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Convenience Store",Tasgaon,Maharashtra,India,Public/Government,23250.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Maulana Mukhtar Ahmad Nadvi Technical Campus,Co-Ed,14 Acres,404.0,67.0,2012.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room",Malegaon,Maharashtra,India,Private,175266.66666666666,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electronics Engineering']"
